"No","Ch1","Ch2","Ch3","Ch4"
22300,0.542,0.206,0.098,0.154
22301,0.078,0.154,0.522,0.246
22302,0.158,0.346,0.122,0.374
22303,0.22,0.24,0.158,0.382
22304,0.144,0.326,0.106,0.424
22305,0.09,0.304,0.194,0.412
22306,0.202,0.172,0.454,0.172
22307,0.142,0.31,0.114,0.434
22308,0.116,0.236,0.214,0.434
22309,0.434,0.104,0.092,0.37
22310,0.25,0.094,0.19,0.466
22311,0.176,0.342,0.086,0.396
22312,0.436,0.136,0.12,0.308
22313,0.336,0.162,0.162,0.34
22314,0.254,0.282,0.126,0.338
22315,0.254,0.222,0.11,0.414
22316,0.09,0.376,0.114,0.42
22317,0.118,0.332,0.156,0.394
22318,0.154,0.128,0.382,0.336
22319,0.27,0.226,0.124,0.38
22320,0.116,0.266,0.266,0.352
22321,0.246,0.158,0.126,0.47
22322,0.114,0.148,0.438,0.3
22323,0.128,0.228,0.172,0.472
22324,0.104,0.28,0.26,0.356
22325,0.144,0.224,0.158,0.474
22326,0.376,0.122,0.236,0.266
22327,0.358,0.356,0.176,0.11
22328,0.22,0.174,0.354,0.252
22329,0.26,0.198,0.18,0.362
22330,0.326,0.124,0.27,0.28
22331,0.206,0.206,0.09,0.498
22332,0.108,0.136,0.306,0.45
22333,0.434,0.08,0.37,0.116
22334,0.112,0.08,0.502,0.306
22335,0.486,0.172,0.154,0.188
22336,0.386,0.282,0.174,0.158
22337,0.176,0.25,0.378,0.196
22338,0.136,0.354,0.134,0.376
22339,0.16,0.174,0.482,0.184
22340,0.126,0.332,0.108,0.434
22341,0.23,0.156,0.152,0.462
22342,0.214,0.282,0.308,0.196
22343,0.122,0.58,0.162,0.136
22344,0.148,0.494,0.244,0.114
22345,0.484,0.132,0.154,0.23
22346,0.326,0.174,0.122,0.378
22347,0.114,0.332,0.328,0.226
22348,0.126,0.24,0.448,0.186
22349,0.292,0.32,0.216,0.172
22350,0.29,0.22,0.346,0.144
22351,0.26,0.2,0.38,0.16
22352,0.496,0.134,0.194,0.176
22353,0.14,0.122,0.402,0.336
22354,0.184,0.494,0.114,0.208
22355,0.22,0.252,0.188,0.34
22356,0.116,0.142,0.48,0.262
22357,0.222,0.458,0.162,0.158
22358,0.514,0.13,0.152,0.204
22359,0.24,0.37,0.248,0.142
22360,0.214,0.406,0.132,0.248
22361,0.196,0.274,0.138,0.392
22362,0.196,0.206,0.276,0.322
22363,0.126,0.144,0.312,0.418
22364,0.196,0.234,0.328,0.242
22365,0.186,0.142,0.396,0.276
22366,0.444,0.212,0.286,0.058
22367,0.536,0.108,0.118,0.238
22368,0.194,0.542,0.09,0.174
22369,0.12,0.616,0.102,0.162
22370,0.208,0.426,0.158,0.208
22371,0.492,0.104,0.14,0.264
22372,0.26,0.49,0.082,0.168
22373,0.372,0.09,0.202,0.336
22374,0.178,0.602,0.064,0.156
22375,0.066,0.69,0.06,0.184
22376,0.35,0.114,0.1,0.436
22377,0.238,0.378,0.13,0.254
22378,0.122,0.092,0.66,0.126
22379,0.41,0.32,0.1,0.17
22380,0.066,0.13,0.446,0.358
22381,0.122,0.316,0.152,0.41
22382,0.046,0.476,0.096,0.382
22383,0.306,0.086,0.186,0.422
22384,0.274,0.504,0.056,0.166
22385,0.328,0.132,0.434,0.106
22386,0.168,0.246,0.51,0.076
22387,0.176,0.21,0.192,0.422
22388,0.566,0.248,0.082,0.104
22389,0.136,0.266,0.376,0.222
22390,0.16,0.24,0.148,0.452
22391,0.464,0.188,0.138,0.21
22392,0.144,0.314,0.22,0.322
22393,0.102,0.082,0.534,0.282
22394,0.076,0.272,0.25,0.402
22395,0.296,0.406,0.104,0.194
22396,0.128,0.078,0.246,0.548
22397,0.368,0.242,0.126,0.264
22398,0.234,0.094,0.44,0.232
22399,0.082,0.214,0.608,0.096
22400,0.084,0.15,0.648,0.118
22401,0.564,0.074,0.14,0.222
22402,0.19,0.302,0.238,0.27
22403,0.204,0.162,0.204,0.43
22404,0.424,0.086,0.352,0.138
22405,0.092,0.3,0.142,0.466
22406,0.108,0.498,0.106,0.288
22407,0.118,0.126,0.378,0.378
22408,0.096,0.148,0.602,0.154
22409,0.4,0.174,0.274,0.152
22410,0.164,0.526,0.23,0.08
22411,0.132,0.324,0.338,0.206
22412,0.152,0.198,0.542,0.108
22413,0.17,0.124,0.206,0.5
22414,0.19,0.548,0.098,0.164
22415,0.074,0.204,0.548,0.174
22416,0.084,0.17,0.566,0.18
22417,0.256,0.11,0.34,0.294
22418,0.114,0.442,0.3,0.144
22419,0.134,0.268,0.146,0.452
22420,0.114,0.438,0.182,0.266
22421,0.326,0.068,0.464,0.142
22422,0.122,0.292,0.104,0.482
22423,0.098,0.156,0.628,0.118
22424,0.464,0.146,0.128,0.262
22425,0.096,0.276,0.15,0.478
22426,0.284,0.204,0.156,0.356
22427,0.354,0.244,0.11,0.292
22428,0.128,0.294,0.118,0.46
22429,0.52,0.174,0.122,0.184
22430,0.106,0.11,0.51,0.274
22431,0.298,0.13,0.19,0.382
22432,0.26,0.444,0.11,0.186
22433,0.128,0.114,0.128,0.63
22434,0.336,0.19,0.142,0.332
22435,0.088,0.172,0.494,0.246
22436,0.124,0.522,0.09,0.264
22437,0.194,0.124,0.18,0.502
22438,0.114,0.154,0.144,0.588
22439,0.112,0.168,0.504,0.216
22440,0.19,0.368,0.222,0.22
22441,0.306,0.226,0.372,0.096
22442,0.164,0.274,0.408,0.154
22443,0.186,0.478,0.162,0.174
22444,0.252,0.196,0.402,0.15
22445,0.142,0.47,0.228,0.16
22446,0.188,0.328,0.352,0.132
22447,0.316,0.358,0.124,0.202
22448,0.142,0.28,0.464,0.114
22449,0.198,0.428,0.16,0.214
22450,0.186,0.256,0.288,0.27
22451,0.144,0.444,0.238,0.174
22452,0.156,0.418,0.168,0.258
22453,0.144,0.22,0.302,0.334
22454,0.34,0.376,0.162,0.122
22455,0.396,0.21,0.114,0.28
22456,0.282,0.252,0.256,0.21
22457,0.186,0.346,0.296,0.172
22458,0.128,0.43,0.27,0.172
22459,0.318,0.418,0.184,0.08
22460,0.264,0.194,0.414,0.128
22461,0.294,0.186,0.318,0.202
22462,0.332,0.34,0.136,0.192
22463,0.132,0.4,0.182,0.286
22464,0.208,0.292,0.148,0.352
22465,0.306,0.466,0.12,0.108
22466,0.218,0.296,0.188,0.298
22467,0.338,0.394,0.16,0.108
22468,0.248,0.204,0.318,0.23
22469,0.266,0.382,0.208,0.144
22470,0.216,0.398,0.138,0.248
22471,0.422,0.382,0.078,0.118
22472,0.114,0.406,0.27,0.21
22473,0.382,0.362,0.148,0.108
22474,0.502,0.134,0.24,0.124
22475,0.358,0.384,0.152,0.106
22476,0.266,0.142,0.312,0.28
22477,0.122,0.378,0.294,0.206
22478,0.164,0.096,0.454,0.286
22479,0.262,0.112,0.084,0.542
22480,0.082,0.184,0.224,0.51
22481,0.088,0.222,0.082,0.608
22482,0.178,0.21,0.104,0.508
22483,0.146,0.168,0.104,0.582
22484,0.16,0.196,0.062,0.582
22485,0.108,0.314,0.172,0.406
22486,0.1,0.144,0.336,0.42
22487,0.094,0.098,0.25,0.558
22488,0.08,0.144,0.354,0.422
22489,0.212,0.096,0.306,0.386
22490,0.088,0.326,0.102,0.484
22491,0.08,0.344,0.084,0.492
22492,0.116,0.242,0.28,0.362
22493,0.094,0.358,0.276,0.272
22494,0.15,0.114,0.272,0.464
22495,0.13,0.254,0.378,0.238
22496,0.228,0.094,0.142,0.536
22497,0.166,0.502,0.204,0.128
22498,0.134,0.24,0.23,0.396
22499,0.372,0.114,0.094,0.42
22500,0.548,0.124,0.116,0.212
22501,0.442,0.148,0.134,0.276
22502,0.208,0.174,0.118,0.5
22503,0.274,0.132,0.148,0.446
22504,0.118,0.338,0.112,0.432
22505,0.298,0.114,0.096,0.492
22506,0.256,0.18,0.246,0.318
22507,0.106,0.46,0.124,0.31
22508,0.116,0.572,0.088,0.224
22509,0.442,0.126,0.122,0.31
22510,0.1,0.596,0.142,0.162
22511,0.158,0.152,0.454,0.236
22512,0.2,0.108,0.254,0.438
22513,0.184,0.104,0.18,0.532
22514,0.104,0.58,0.116,0.2
22515,0.126,0.114,0.37,0.39
22516,0.086,0.388,0.216,0.31
22517,0.184,0.078,0.246,0.492
22518,0.188,0.204,0.17,0.438
22519,0.136,0.308,0.068,0.488
22520,0.31,0.296,0.1,0.294
22521,0.098,0.366,0.18,0.356
22522,0.108,0.112,0.426,0.354
22523,0.062,0.564,0.118,0.256
22524,0.124,0.114,0.338,0.424
22525,0.26,0.108,0.382,0.25
22526,0.358,0.246,0.094,0.302
22527,0.116,0.348,0.14,0.396
22528,0.082,0.104,0.438,0.376
22529,0.096,0.42,0.186,0.298
22530,0.176,0.08,0.214,0.53
22531,0.116,0.086,0.52,0.278
22532,0.186,0.188,0.11,0.516
22533,0.088,0.37,0.142,0.4
22534,0.196,0.28,0.094,0.43
22535,0.106,0.238,0.278,0.378
22536,0.104,0.378,0.224,0.294
22537,0.128,0.368,0.312,0.192
22538,0.104,0.284,0.142,0.47
22539,0.118,0.338,0.352,0.192
22540,0.104,0.204,0.134,0.558
22541,0.078,0.252,0.218,0.452
22542,0.144,0.15,0.37,0.336
22543,0.328,0.116,0.142,0.414
22544,0.086,0.092,0.532,0.29
22545,0.094,0.456,0.164,0.286
22546,0.384,0.408,0.06,0.148
22547,0.49,0.212,0.172,0.126
22548,0.154,0.112,0.456,0.278
22549,0.392,0.08,0.232,0.296
22550,0.088,0.264,0.496,0.152
22551,0.118,0.33,0.26,0.292
22552,0.196,0.136,0.11,0.558
22553,0.248,0.424,0.066,0.262
22554,0.106,0.106,0.512,0.276
22555,0.058,0.238,0.41,0.294
22556,0.092,0.738,0.132,0.038
22557,0.122,0.204,0.114,0.56
22558,0.208,0.104,0.636,0.052
22559,0.12,0.458,0.176,0.246
22560,0.094,0.188,0.114,0.604
22561,0.086,0.606,0.226,0.082
22562,0.378,0.322,0.224,0.076
22563,0.384,0.09,0.168,0.358
22564,0.384,0.062,0.15,0.404
22565,0.112,0.166,0.396,0.326
22566,0.384,0.35,0.208,0.058
22567,0.126,0.096,0.448,0.33
22568,0.19,0.094,0.106,0.61
22569,0.388,0.072,0.474,0.066
22570,0.17,0.31,0.106,0.414
22571,0.36,0.342,0.05,0.248
22572,0.098,0.502,0.084,0.316
22573,0.31,0.21,0.112,0.368
22574,0.174,0.096,0.32,0.41
22575,0.082,0.342,0.332,0.244
22576,0.274,0.444,0.092,0.19
22577,0.376,0.426,0.148,0.05
22578,0.064,0.354,0.51,0.072
22579,0.102,0.204,0.146,0.548
22580,0.364,0.268,0.264,0.104
22581,0.116,0.164,0.288,0.432
22582,0.328,0.118,0.49,0.064
22583,0.2,0.176,0.424,0.2
22584,0.064,0.34,0.38,0.216
22585,0.252,0.322,0.112,0.314
22586,0.078,0.632,0.086,0.204
22587,0.27,0.098,0.11,0.522
22588,0.272,0.104,0.224,0.4
22589,0.302,0.558,0.096,0.044
22590,0.104,0.09,0.3,0.506
22591,0.264,0.094,0.568,0.074
22592,0.162,0.446,0.222,0.17
22593,0.214,0.194,0.176,0.416
22594,0.146,0.17,0.416,0.268
22595,0.076,0.154,0.272,0.498
22596,0.306,0.272,0.23,0.192
22597,0.156,0.18,0.344,0.32
22598,0.09,0.432,0.098,0.38
22599,0.18,0.126,0.148,0.546
22600,0.116,0.226,0.136,0.522
22601,0.294,0.11,0.134,0.462
22602,0.378,0.168,0.11,0.344
22603,0.388,0.154,0.178,0.28
22604,0.114,0.266,0.332,0.288
22605,0.46,0.192,0.116,0.232
22606,0.216,0.194,0.392,0.198
22607,0.184,0.134,0.234,0.448
22608,0.116,0.398,0.118,0.368
22609,0.202,0.252,0.082,0.464
22610,0.096,0.434,0.134,0.336
22611,0.104,0.178,0.34,0.378
22612,0.114,0.128,0.36,0.398
22613,0.392,0.21,0.118,0.28
22614,0.486,0.182,0.134,0.198
22615,0.146,0.45,0.168,0.236
22616,0.53,0.112,0.148,0.21
22617,0.254,0.144,0.436,0.166
22618,0.384,0.104,0.25,0.262
22619,0.112,0.3,0.11,0.478
22620,0.102,0.516,0.086,0.296
22621,0.244,0.122,0.294,0.34
22622,0.304,0.24,0.128,0.328
22623,0.094,0.366,0.098,0.442
22624,0.108,0.314,0.132,0.446
22625,0.256,0.196,0.14,0.408
22626,0.35,0.112,0.202,0.336
22627,0.23,0.126,0.238,0.406
22628,0.1,0.206,0.48,0.214
22629,0.124,0.36,0.174,0.342
22630,0.258,0.39,0.248,0.104
22631,0.296,0.384,0.098,0.222
22632,0.222,0.286,0.188,0.304
22633,0.108,0.182,0.31,0.4
22634,0.122,0.416,0.17,0.292
22635,0.116,0.378,0.156,0.35
22636,0.168,0.52,0.142,0.17
22637,0.478,0.174,0.144,0.204
22638,0.232,0.25,0.158,0.36
22639,0.19,0.322,0.148,0.34
22640,0.144,0.202,0.382,0.272
22641,0.166,0.408,0.252,0.174
22642,0.154,0.27,0.156,0.42
22643,0.166,0.166,0.25,0.418
22644,0.12,0.314,0.43,0.136
22645,0.252,0.166,0.238,0.344
22646,0.164,0.202,0.272,0.362
22647,0.39,0.29,0.154,0.166
22648,0.468,0.268,0.102,0.162
22649,0.102,0.476,0.142,0.28
22650,0.112,0.402,0.102,0.384
22651,0.132,0.152,0.408,0.308
22652,0.146,0.118,0.184,0.552
22653,0.08,0.276,0.436,0.208
22654,0.13,0.158,0.196,0.516
22655,0.108,0.514,0.126,0.252
22656,0.138,0.238,0.41,0.214
22657,0.3,0.192,0.162,0.346
22658,0.142,0.154,0.214,0.49
22659,0.154,0.142,0.51,0.194
22660,0.53,0.176,0.114,0.18
22661,0.258,0.178,0.33,0.234
22662,0.11,0.19,0.59,0.11
22663,0.144,0.622,0.072,0.162
22664,0.104,0.542,0.098,0.256
22665,0.34,0.162,0.286,0.212
22666,0.21,0.26,0.148,0.382
22667,0.094,0.262,0.484,0.16
22668,0.124,0.252,0.142,0.482
22669,0.138,0.13,0.23,0.502
22670,0.126,0.25,0.152,0.472
22671,0.116,0.098,0.472,0.314
22672,0.29,0.118,0.204,0.388
22673,0.304,0.19,0.12,0.386
22674,0.142,0.174,0.42,0.264
22675,0.088,0.168,0.288,0.456
22676,0.126,0.408,0.114,0.352
22677,0.252,0.144,0.156,0.448
22678,0.182,0.238,0.238,0.342
22679,0.104,0.394,0.1,0.402
22680,0.096,0.194,0.272,0.438
22681,0.128,0.346,0.118,0.408
22682,0.31,0.422,0.052,0.216
22683,0.092,0.076,0.568,0.264
22684,0.138,0.38,0.198,0.284
22685,0.21,0.14,0.294,0.356
22686,0.49,0.08,0.084,0.346
22687,0.068,0.448,0.082,0.402
22688,0.684,0.146,0.126,0.044
22689,0.204,0.424,0.224,0.148
22690,0.076,0.328,0.432,0.164
22691,0.114,0.32,0.426,0.14
22692,0.078,0.422,0.106,0.394
22693,0.114,0.49,0.056,0.34
22694,0.498,0.088,0.22,0.194
22695,0.122,0.148,0.278,0.452
22696,0.068,0.5,0.052,0.38
22697,0.066,0.454,0.056,0.424
22698,0.35,0.202,0.062,0.386
22699,0.56,0.098,0.152,0.19
22700,0.356,0.112,0.084,0.448
22701,0.078,0.314,0.074,0.534
22702,0.228,0.064,0.532,0.176
22703,0.136,0.09,0.668,0.106
22704,0.052,0.468,0.064,0.416
22705,0.064,0.342,0.182,0.412
22706,0.282,0.09,0.284,0.344
22707,0.09,0.54,0.208,0.162
22708,0.084,0.278,0.432,0.206
22709,0.108,0.556,0.122,0.214
22710,0.188,0.23,0.112,0.47
22711,0.474,0.156,0.172,0.198
22712,0.136,0.232,0.104,0.528
22713,0.204,0.154,0.194,0.448
22714,0.118,0.158,0.48,0.244
22715,0.242,0.312,0.102,0.344
22716,0.14,0.166,0.216,0.478
22717,0.158,0.104,0.332,0.406
22718,0.3,0.096,0.152,0.452
22719,0.524,0.102,0.106,0.268
22720,0.076,0.332,0.272,0.32
22721,0.406,0.146,0.092,0.356
22722,0.194,0.156,0.206,0.444
22723,0.152,0.406,0.102,0.34
22724,0.192,0.1,0.574,0.134
22725,0.136,0.414,0.24,0.21
22726,0.132,0.52,0.094,0.254
22727,0.084,0.334,0.452,0.13
22728,0.13,0.462,0.212,0.196
22729,0.296,0.372,0.176,0.156
22730,0.12,0.324,0.17,0.386
22731,0.094,0.452,0.248,0.206
22732,0.246,0.318,0.174,0.262
22733,0.162,0.392,0.19,0.256
22734,0.154,0.454,0.124,0.268
22735,0.076,0.468,0.38,0.076
22736,0.13,0.27,0.342,0.258
22737,0.414,0.23,0.106,0.25
22738,0.438,0.128,0.226,0.208
22739,0.284,0.344,0.144,0.228
22740,0.108,0.544,0.148,0.2
22741,0.478,0.176,0.202,0.144
22742,0.19,0.286,0.43,0.094
22743,0.168,0.42,0.124,0.288
22744,0.196,0.472,0.13,0.202
22745,0.324,0.192,0.138,0.346
22746,0.188,0.39,0.23,0.192
22747,0.54,0.182,0.092,0.186
22748,0.422,0.12,0.368,0.09
22749,0.118,0.146,0.534,0.202
22750,0.142,0.29,0.436,0.132
22751,0.262,0.3,0.362,0.076
22752,0.348,0.146,0.316,0.19
22753,0.302,0.398,0.146,0.154
22754,0.316,0.402,0.214,0.068
22755,0.13,0.214,0.316,0.34
22756,0.254,0.252,0.224,0.27
22757,0.304,0.122,0.264,0.31
22758,0.114,0.33,0.446,0.11
22759,0.346,0.304,0.098,0.252
22760,0.11,0.2,0.494,0.196
22761,0.098,0.448,0.13,0.324
22762,0.136,0.24,0.508,0.116
22763,0.112,0.404,0.24,0.244
22764,0.184,0.5,0.064,0.252
22765,0.342,0.29,0.11,0.258
22766,0.406,0.282,0.22,0.092
22767,0.168,0.094,0.406,0.332
22768,0.096,0.154,0.418,0.332
22769,0.108,0.702,0.062,0.128
22770,0.388,0.176,0.108,0.328
22771,0.278,0.086,0.512,0.124
22772,0.436,0.164,0.194,0.206
22773,0.098,0.544,0.104,0.254
22774,0.11,0.422,0.246,0.222
22775,0.108,0.568,0.21,0.114
22776,0.208,0.328,0.114,0.35
22777,0.122,0.414,0.256,0.208
22778,0.082,0.16,0.458,0.3
22779,0.284,0.338,0.192,0.186
22780,0.276,0.402,0.198,0.124
22781,0.108,0.186,0.446,0.26
22782,0.096,0.066,0.34,0.498
22783,0.078,0.074,0.454,0.394
22784,0.13,0.428,0.102,0.34
22785,0.24,0.402,0.194,0.164
22786,0.144,0.052,0.272,0.532
22787,0.306,0.102,0.154,0.438
22788,0.518,0.064,0.152,0.266
22789,0.508,0.084,0.08,0.328
22790,0.052,0.406,0.426,0.116
22791,0.118,0.246,0.092,0.544
22792,0.058,0.076,0.694,0.172
22793,0.652,0.122,0.058,0.168
22794,0.066,0.264,0.358,0.312
22795,0.126,0.372,0.068,0.434
22796,0.514,0.082,0.072,0.332
22797,0.056,0.058,0.594,0.292
22798,0.126,0.062,0.284,0.528
22799,0.574,0.088,0.084,0.254
22800,0.33,0.076,0.268,0.326
22801,0.1,0.312,0.224,0.364
22802,0.074,0.316,0.194,0.416
22803,0.554,0.224,0.106,0.116
22804,0.308,0.138,0.28,0.274
22805,0.226,0.28,0.108,0.386
22806,0.148,0.404,0.094,0.354
22807,0.404,0.09,0.294,0.212
22808,0.096,0.428,0.196,0.28
22809,0.144,0.202,0.484,0.17
22810,0.164,0.436,0.178,0.222
22811,0.13,0.19,0.346,0.334
22812,0.13,0.414,0.142,0.314
22813,0.456,0.118,0.22,0.206
22814,0.226,0.464,0.112,0.198
22815,0.184,0.394,0.154,0.268
22816,0.182,0.246,0.148,0.424
22817,0.48,0.192,0.108,0.22
22818,0.106,0.468,0.224,0.202
22819,0.156,0.18,0.38,0.284
22820,0.148,0.242,0.414,0.196
22821,0.1,0.126,0.36,0.414
22822,0.27,0.098,0.338,0.294
22823,0.106,0.396,0.1,0.398
22824,0.12,0.432,0.136,0.312
22825,0.23,0.104,0.534,0.132
22826,0.134,0.118,0.182,0.566
22827,0.534,0.122,0.096,0.248
22828,0.112,0.156,0.608,0.124
22829,0.088,0.438,0.202,0.272
22830,0.112,0.11,0.628,0.15
22831,0.138,0.452,0.092,0.318
22832,0.128,0.116,0.564,0.192
22833,0.17,0.62,0.068,0.142
22834,0.11,0.108,0.24,0.542
22835,0.228,0.14,0.102,0.53
22836,0.172,0.43,0.094,0.304
22837,0.146,0.334,0.122,0.398
22838,0.246,0.2,0.108,0.446
22839,0.17,0.208,0.314,0.308
22840,0.394,0.094,0.15,0.362
22841,0.154,0.118,0.158,0.57
22842,0.428,0.12,0.116,0.336
22843,0.204,0.13,0.4,0.266
22844,0.296,0.14,0.444,0.12
22845,0.34,0.166,0.378,0.116
22846,0.116,0.468,0.198,0.218
22847,0.32,0.302,0.078,0.3
22848,0.236,0.256,0.088,0.42
22849,0.436,0.114,0.296,0.154
22850,0.266,0.152,0.388,0.194
22851,0.146,0.396,0.202,0.256
22852,0.396,0.224,0.144,0.236
22853,0.328,0.126,0.422,0.124
22854,0.17,0.282,0.116,0.432
22855,0.428,0.23,0.112,0.23
22856,0.098,0.192,0.438,0.272
22857,0.166,0.112,0.31,0.412
22858,0.172,0.202,0.428,0.198
22859,0.218,0.548,0.086,0.148
22860,0.14,0.236,0.216,0.408
22861,0.19,0.3,0.23,0.28
22862,0.142,0.248,0.134,0.476
22863,0.198,0.484,0.058,0.26
22864,0.13,0.292,0.18,0.398
22865,0.422,0.234,0.122,0.222
22866,0.16,0.092,0.396,0.352
22867,0.16,0.122,0.428,0.29
22868,0.076,0.15,0.27,0.504
22869,0.276,0.118,0.256,0.35
22870,0.358,0.176,0.216,0.25
22871,0.102,0.634,0.086,0.178
22872,0.11,0.484,0.112,0.294
22873,0.072,0.274,0.226,0.428
22874,0.138,0.388,0.08,0.394
22875,0.102,0.464,0.202,0.232
22876,0.11,0.512,0.146,0.232
22877,0.278,0.156,0.174,0.392
22878,0.152,0.12,0.472,0.256
22879,0.222,0.136,0.426,0.216
22880,0.224,0.254,0.422,0.1
22881,0.254,0.142,0.27,0.334
22882,0.15,0.514,0.08,0.256
22883,0.168,0.13,0.308,0.394
22884,0.152,0.232,0.33,0.286
22885,0.372,0.202,0.082,0.344
22886,0.246,0.104,0.106,0.544
22887,0.102,0.568,0.126,0.204
22888,0.494,0.236,0.102,0.168
22889,0.118,0.148,0.516,0.218
22890,0.254,0.498,0.104,0.144
22891,0.174,0.368,0.208,0.25
22892,0.298,0.146,0.334,0.222
22893,0.386,0.178,0.232,0.204
22894,0.148,0.158,0.204,0.49
22895,0.342,0.258,0.146,0.254
22896,0.3,0.564,0.044,0.092
22897,0.092,0.19,0.546,0.172
22898,0.08,0.164,0.484,0.272
22899,0.56,0.17,0.088,0.182
22900,0.366,0.108,0.116,0.41
22901,0.238,0.434,0.128,0.2
22902,0.11,0.516,0.146,0.228
22903,0.204,0.282,0.324,0.19
22904,0.67,0.096,0.1,0.134
22905,0.468,0.304,0.086,0.142
22906,0.57,0.25,0.06,0.12
22907,0.142,0.28,0.344,0.234
22908,0.414,0.296,0.19,0.1
22909,0.174,0.652,0.06,0.114
22910,0.43,0.212,0.104,0.254
22911,0.186,0.382,0.124,0.308
22912,0.138,0.652,0.1,0.11
22913,0.238,0.106,0.506,0.15
22914,0.154,0.26,0.372,0.214
22915,0.49,0.138,0.15,0.222
22916,0.19,0.346,0.146,0.318
22917,0.308,0.174,0.206,0.312
22918,0.434,0.182,0.1,0.284
22919,0.156,0.578,0.086,0.18
22920,0.134,0.14,0.52,0.206
22921,0.268,0.206,0.188,0.338
22922,0.144,0.39,0.094,0.372
22923,0.108,0.352,0.174,0.366
22924,0.532,0.1,0.174,0.194
22925,0.312,0.276,0.1,0.312
22926,0.296,0.1,0.33,0.274
22927,0.162,0.136,0.222,0.48
22928,0.346,0.26,0.168,0.226
22929,0.152,0.402,0.316,0.13
22930,0.106,0.31,0.342,0.242
22931,0.332,0.222,0.272,0.174
22932,0.154,0.178,0.13,0.538
22933,0.318,0.162,0.138,0.382
22934,0.206,0.11,0.272,0.412
22935,0.146,0.496,0.1,0.258
22936,0.462,0.114,0.174,0.25
22937,0.428,0.15,0.142,0.28
22938,0.476,0.218,0.096,0.21
22939,0.14,0.232,0.168,0.46
22940,0.17,0.136,0.406,0.288
22941,0.128,0.126,0.432,0.314
22942,0.12,0.374,0.404,0.102
22943,0.15,0.242,0.136,0.472
22944,0.138,0.294,0.146,0.422
22945,0.208,0.186,0.148,0.458
22946,0.152,0.148,0.302,0.398
22947,0.25,0.45,0.156,0.144
22948,0.204,0.184,0.2,0.412
22949,0.106,0.36,0.248,0.286
22950,0.17,0.25,0.142,0.438
22951,0.152,0.46,0.152,0.236
22952,0.198,0.304,0.138,0.36
22953,0.58,0.1,0.094,0.226
22954,0.12,0.096,0.504,0.28
22955,0.168,0.538,0.092,0.202
22956,0.218,0.364,0.116,0.302
22957,0.15,0.122,0.488,0.24
22958,0.64,0.13,0.076,0.154
22959,0.06,0.074,0.648,0.218
22960,0.316,0.492,0.128,0.064
22961,0.096,0.14,0.538,0.226
22962,0.126,0.162,0.566,0.146
22963,0.092,0.426,0.106,0.376
22964,0.106,0.112,0.526,0.256
22965,0.22,0.414,0.07,0.296
22966,0.088,0.098,0.658,0.156
22967,0.06,0.614,0.274,0.052
22968,0.096,0.458,0.314,0.132
22969,0.158,0.308,0.404,0.13
22970,0.332,0.154,0.41,0.104
22971,0.134,0.218,0.376,0.272
22972,0.222,0.552,0.1,0.126
22973,0.15,0.274,0.11,0.466
22974,0.114,0.12,0.512,0.254
22975,0.238,0.14,0.5,0.122
22976,0.1,0.16,0.298,0.442
22977,0.118,0.31,0.378,0.194
22978,0.112,0.168,0.342,0.378
22979,0.118,0.216,0.334,0.332
22980,0.298,0.5,0.072,0.13
22981,0.216,0.382,0.082,0.32
22982,0.182,0.118,0.194,0.506
22983,0.232,0.518,0.088,0.162
22984,0.14,0.302,0.17,0.388
22985,0.268,0.144,0.134,0.454
22986,0.408,0.178,0.118,0.296
22987,0.094,0.12,0.496,0.29
22988,0.086,0.12,0.558,0.236
22989,0.446,0.144,0.136,0.274
22990,0.2,0.196,0.112,0.492
22991,0.558,0.094,0.094,0.254
22992,0.366,0.436,0.078,0.12
22993,0.302,0.08,0.502,0.116
22994,0.458,0.324,0.076,0.142
22995,0.07,0.24,0.246,0.444
22996,0.588,0.144,0.098,0.17
22997,0.26,0.386,0.132,0.222
22998,0.228,0.098,0.148,0.526
22999,0.612,0.074,0.11,0.204
23000,0.088,0.082,0.566,0.264
23001,0.178,0.572,0.06,0.19
23002,0.094,0.164,0.372,0.37
23003,0.474,0.086,0.136,0.304
23004,0.124,0.296,0.286,0.294
23005,0.192,0.324,0.318,0.166
23006,0.04,0.078,0.61,0.272
23007,0.09,0.384,0.436,0.09
23008,0.098,0.424,0.084,0.394
23009,0.092,0.076,0.346,0.486
23010,0.522,0.17,0.1,0.208
23011,0.28,0.146,0.186,0.388
23012,0.244,0.12,0.27,0.366
23013,0.25,0.142,0.17,0.438
23014,0.116,0.316,0.2,0.368
23015,0.12,0.178,0.342,0.36
23016,0.186,0.148,0.42,0.246
23017,0.172,0.284,0.22,0.324
23018,0.42,0.122,0.172,0.286
23019,0.124,0.152,0.482,0.242
23020,0.238,0.178,0.132,0.452
23021,0.252,0.274,0.116,0.358
23022,0.184,0.186,0.142,0.488
23023,0.406,0.124,0.134,0.336
23024,0.186,0.304,0.154,0.356
23025,0.142,0.25,0.224,0.384
23026,0.504,0.108,0.154,0.234
23027,0.2,0.25,0.104,0.446
23028,0.118,0.498,0.122,0.262
23029,0.092,0.088,0.332,0.488
23030,0.404,0.216,0.096,0.284
23031,0.09,0.15,0.218,0.542
23032,0.152,0.358,0.26,0.23
23033,0.396,0.11,0.122,0.372
23034,0.1,0.268,0.134,0.498
