"","Ch1","Ch2","Ch3","Ch4"
"5190",1,0,0,0
"5191",1,0,0,0
"5192",0,1,0,0
"5193",1,0,0,0
"5194",0,1,0,0
"5195",1,0,0,0
"5196",0,0,1,0
"5197",1,0,0,0
"5198",0,1,0,0
"5199",0,1,0,0
"5207",1,0,0,0
"5208",1,0,0,0
"5209",0,0,1,0
"5210",1,0,0,0
"5211",0,1,0,0
"5212",0,0,1,0
"5213",1,0,0,0
"5214",0,0,0,1
"5215",0,1,0,0
"5216",0,0,0,1
"5217",1,0,0,0
"5218",0,0,0,1
"5226",0,1,0,0
"5227",1,0,0,0
"5228",0,1,0,0
"5229",0,0,0,1
"5230",1,0,0,0
"5231",0,0,0,1
"5232",0,1,0,0
"5233",0,0,1,0
"5234",0,1,0,0
"5235",0,0,1,0
"5236",0,0,1,0
"5237",0,1,0,0
"5245",0,1,0,0
"5246",0,0,1,0
"5247",0,1,0,0
"5248",1,0,0,0
"5249",0,1,0,0
"5250",0,1,0,0
"5251",1,0,0,0
"5252",1,0,0,0
"5253",0,1,0,0
"5254",0,1,0,0
"5255",0,1,0,0
"5256",0,1,0,0
"5264",0,1,0,0
"5265",0,0,1,0
"5266",1,0,0,0
"5267",1,0,0,0
"5268",1,0,0,0
"5269",1,0,0,0
"5270",0,1,0,0
"5271",1,0,0,0
"5272",1,0,0,0
"5273",1,0,0,0
"5274",0,1,0,0
"5275",1,0,0,0
"5283",0,1,0,0
"5284",0,0,1,0
"5285",0,0,0,1
"5286",0,1,0,0
"5287",1,0,0,0
"5288",0,0,0,1
"5289",0,0,0,1
"5290",0,1,0,0
"5291",0,1,0,0
"5292",0,0,0,1
"5293",1,0,0,0
"5294",0,1,0,0
"5302",0,0,1,0
"5303",0,1,0,0
"5304",0,1,0,0
"5305",0,1,0,0
"5306",0,0,1,0
"5307",0,0,1,0
"5308",0,0,1,0
"5309",0,0,1,0
"5310",0,0,1,0
"5311",0,0,1,0
"5312",0,0,1,0
"5313",0,0,1,0
"5321",0,0,0,1
"5322",0,0,0,1
"5323",0,0,0,1
"5324",0,0,0,1
"5325",0,0,0,1
"5326",0,0,0,1
"5327",0,0,0,1
"5328",0,0,0,1
"5329",0,0,0,1
"5330",0,0,0,1
"5331",0,0,0,1
"5332",0,0,0,1
"5340",0,0,1,0
"5341",1,0,0,0
"5342",0,1,0,0
"5343",1,0,0,0
"5344",1,0,0,0
"5345",0,1,0,0
"5346",1,0,0,0
"5347",0,1,0,0
"5348",0,1,0,0
"5349",1,0,0,0
"5350",1,0,0,0
"5351",1,0,0,0
"5359",0,1,0,0
"5360",0,0,1,0
"5361",1,0,0,0
"5362",0,0,0,1
"5363",0,1,0,0
"5364",1,0,0,0
"5365",0,0,1,0
"5366",0,1,0,0
"5367",0,0,0,1
"5368",0,0,1,0
"5369",0,0,0,1
"5370",0,0,0,1
"5378",0,0,1,0
"5379",1,0,0,0
"5380",1,0,0,0
"5381",1,0,0,0
"5382",1,0,0,0
"5383",0,0,1,0
"5384",0,1,0,0
"5385",0,0,1,0
"5386",1,0,0,0
"5387",0,0,1,0
"5388",0,1,0,0
"5389",0,0,1,0
"5397",0,0,0,1
"5398",0,0,1,0
"5399",0,0,1,0
"5400",0,0,1,0
"5401",0,0,0,1
"5402",0,0,0,1
"5403",0,0,0,1
"5404",0,0,0,1
"5405",0,0,0,1
"5406",0,0,0,1
"5407",0,0,0,1
"5408",0,0,0,1
"5416",1,0,0,0
"5417",0,0,1,0
"5418",0,0,0,1
"5419",0,0,0,1
"5420",0,0,0,1
"5421",0,0,0,1
"5422",0,1,0,0
"5423",0,0,0,1
"5424",0,0,0,1
"5425",0,0,1,0
"5426",0,0,0,1
"5427",0,0,0,1
"5435",0,0,0,1
"5436",0,0,0,1
"5437",0,1,0,0
"5438",0,0,0,1
"5439",0,0,0,1
"5440",1,0,0,0
"5441",0,0,0,1
"5442",0,0,0,1
"5443",0,0,0,1
"5444",0,0,0,1
"5445",0,0,0,1
"5446",0,0,0,1
"5454",0,0,1,0
"5455",0,0,1,0
"5456",1,0,0,0
"5457",1,0,0,0
"5458",0,0,1,0
"5459",0,0,1,0
"5460",0,1,0,0
"5461",1,0,0,0
"5462",0,1,0,0
"5463",0,0,1,0
"5464",0,0,0,1
"5465",0,0,0,1
"5473",0,1,0,0
"5474",0,1,0,0
"5475",0,0,1,0
"5476",0,0,1,0
"5477",0,0,1,0
"5478",0,1,0,0
"5479",0,1,0,0
"5480",1,0,0,0
"5481",0,0,1,0
"5482",0,1,0,0
"5483",0,1,0,0
"5484",1,0,0,0
"5492",0,0,1,0
"5493",0,0,1,0
"5494",0,0,1,0
"5495",0,1,0,0
"5496",0,1,0,0
"5497",1,0,0,0
"5498",0,0,1,0
"5499",0,0,1,0
"5500",1,0,0,0
"5501",0,0,1,0
"5502",0,1,0,0
"5503",0,1,0,0
"5511",0,0,1,0
"5512",0,0,1,0
"5513",0,1,0,0
"5514",1,0,0,0
"5515",1,0,0,0
"5516",0,0,0,1
"5517",1,0,0,0
"5518",0,1,0,0
"5519",0,0,1,0
"5520",0,0,0,1
"5521",0,1,0,0
"5522",0,1,0,0
"5530",0,0,1,0
"5531",0,0,1,0
"5532",0,1,0,0
"5533",0,1,0,0
"5534",0,0,1,0
"5535",0,0,1,0
"5536",0,1,0,0
"5537",0,1,0,0
"5538",0,1,0,0
"5539",0,1,0,0
"5540",0,1,0,0
"5541",0,1,0,0
"5549",0,0,0,1
"5550",1,0,0,0
"5551",0,0,1,0
"5552",0,0,0,1
"5553",0,0,1,0
"5554",0,1,0,0
"5555",1,0,0,0
"5556",0,0,0,1
"5557",0,0,0,1
"5558",0,0,0,1
"5559",0,1,0,0
"5560",0,1,0,0
"5568",0,0,1,0
"5569",1,0,0,0
"5570",1,0,0,0
"5571",0,1,0,0
"5572",1,0,0,0
"5573",0,0,1,0
"5574",1,0,0,0
"5575",0,1,0,0
"5576",1,0,0,0
"5577",0,0,0,1
"5578",0,0,1,0
"5579",0,0,0,1
"5587",0,1,0,0
"5588",0,0,1,0
"5589",1,0,0,0
"5590",1,0,0,0
"5591",1,0,0,0
"5592",0,1,0,0
"5593",1,0,0,0
"5594",0,0,1,0
"5595",0,1,0,0
"5596",1,0,0,0
"5597",0,0,1,0
"5598",0,0,1,0
"5606",1,0,0,0
"5607",0,1,0,0
"5608",0,0,0,1
"5609",0,0,1,0
"5610",0,1,0,0
"5611",0,1,0,0
"5612",1,0,0,0
"5613",0,1,0,0
"5614",1,0,0,0
"5615",0,1,0,0
"5616",0,0,0,1
"5617",0,1,0,0
"5625",0,0,0,1
"5626",0,1,0,0
"5627",0,1,0,0
"5628",0,0,1,0
"5629",1,0,0,0
"5630",0,0,0,1
"5631",0,0,0,1
"5632",1,0,0,0
"5633",0,0,1,0
"5634",0,0,0,1
"5635",0,0,0,1
"5636",0,0,0,1
"5644",0,0,1,0
"5645",0,0,1,0
"5646",1,0,0,0
"5647",0,0,1,0
"5648",0,0,1,0
"5649",0,0,0,1
"5650",1,0,0,0
"5651",0,0,0,1
"5652",0,0,1,0
"5653",0,0,1,0
"5654",0,0,0,1
"5655",0,0,1,0
"5663",0,0,1,0
"5664",0,0,1,0
"5665",0,0,1,0
"5666",0,1,0,0
"5667",0,1,0,0
"5668",0,1,0,0
"5669",0,0,1,0
"5670",0,0,1,0
"5671",0,1,0,0
"5672",0,0,0,1
"5673",0,1,0,0
"5674",1,0,0,0
"5682",0,0,0,1
"5683",0,0,0,1
"5684",1,0,0,0
"5685",0,0,0,1
"5686",1,0,0,0
"5687",0,0,0,1
"5688",0,0,0,1
"5689",0,0,0,1
"5690",0,0,1,0
"5691",0,0,1,0
"5692",0,0,0,1
"5693",0,0,0,1
"5701",0,1,0,0
"5702",0,1,0,0
"5703",0,1,0,0
"5704",1,0,0,0
"5705",0,0,1,0
"5706",0,0,1,0
"5707",1,0,0,0
"5708",0,1,0,0
"5709",0,1,0,0
"5710",1,0,0,0
"5711",0,1,0,0
"5712",1,0,0,0
"5720",0,1,0,0
"5721",0,1,0,0
"5722",0,0,0,1
"5723",0,0,1,0
"5724",0,0,1,0
"5725",0,1,0,0
"5726",1,0,0,0
"5727",1,0,0,0
"5728",0,0,0,1
"5729",0,0,0,1
"5730",0,1,0,0
"5731",0,0,1,0
"5739",0,0,0,1
"5740",0,0,0,1
"5741",1,0,0,0
"5742",0,0,0,1
"5743",0,0,0,1
"5744",0,0,0,1
"5745",0,0,0,1
"5746",0,0,0,1
"5747",0,0,0,1
"5748",0,0,0,1
"5749",0,1,0,0
"5750",0,0,0,1
"5758",1,0,0,0
"5759",0,1,0,0
"5760",0,1,0,0
"5761",0,0,1,0
"5762",0,0,0,1
"5763",0,0,0,1
"5764",0,0,0,1
"5765",0,0,1,0
"5766",0,0,1,0
"5767",0,0,1,0
"5768",0,0,0,1
"5769",1,0,0,0
"5777",1,0,0,0
"5778",0,0,0,1
"5779",0,0,0,1
"5780",0,1,0,0
"5781",0,0,1,0
"5782",0,0,0,1
"5783",0,1,0,0
"5784",0,0,0,1
"5785",0,0,0,1
"5786",0,1,0,0
"5787",1,0,0,0
"5788",0,0,0,1
"5796",1,0,0,0
"5797",0,0,1,0
"5798",0,1,0,0
"5799",1,0,0,0
"5800",0,0,1,0
"5801",0,1,0,0
"5802",0,1,0,0
"5803",0,1,0,0
"5804",0,0,1,0
"5805",0,0,1,0
"5806",1,0,0,0
"5807",0,1,0,0
"5815",1,0,0,0
"5816",0,0,0,1
"5817",0,0,0,1
"5818",0,0,0,1
"5819",0,0,1,0
"5820",1,0,0,0
"5821",1,0,0,0
"5822",0,0,0,1
"5823",0,0,1,0
"5824",1,0,0,0
"5825",0,1,0,0
"5826",0,0,1,0
"5834",1,0,0,0
"5835",0,0,1,0
"5836",0,0,1,0
"5837",0,0,1,0
"5838",0,0,0,1
"5839",0,0,1,0
"5840",0,0,1,0
"5841",0,1,0,0
"5842",0,0,0,1
"5843",0,1,0,0
"5844",0,0,0,1
"5845",0,0,1,0
"5853",0,1,0,0
"5854",0,0,1,0
"5855",0,1,0,0
"5856",0,0,1,0
"5857",1,0,0,0
"5858",0,0,1,0
"5859",0,1,0,0
"5860",0,0,1,0
"5861",0,1,0,0
"5862",1,0,0,0
"5863",0,1,0,0
"5864",1,0,0,0
"5872",0,0,1,0
"5873",0,1,0,0
"5874",1,0,0,0
"5875",0,0,1,0
"5876",0,1,0,0
"5877",0,0,1,0
"5878",0,1,0,0
"5879",0,1,0,0
"5880",0,1,0,0
"5881",0,0,1,0
"5882",0,0,1,0
"5883",0,1,0,0
"5891",0,1,0,0
"5892",1,0,0,0
"5893",0,0,1,0
"5894",0,0,1,0
"5895",0,1,0,0
"5896",1,0,0,0
"5897",0,0,1,0
"5898",0,1,0,0
"5899",0,0,1,0
"5900",0,1,0,0
"5901",1,0,0,0
"5902",0,1,0,0
"5910",0,1,0,0
"5911",1,0,0,0
"5912",0,0,0,1
"5913",0,0,1,0
"5914",0,0,0,1
"5915",1,0,0,0
"5916",1,0,0,0
"5917",0,0,0,1
"5918",0,0,0,1
"5919",0,0,0,1
"5920",0,0,0,1
"5921",0,0,0,1
"5929",0,1,0,0
"5930",0,0,0,1
"5931",0,0,0,1
"5932",1,0,0,0
"5933",0,0,0,1
"5934",0,0,0,1
"5935",1,0,0,0
"5936",0,0,0,1
"5937",0,0,0,1
"5938",0,0,0,1
"5939",0,0,1,0
"5940",0,0,0,1
"5948",0,0,0,1
"5949",0,0,0,1
"5950",0,0,0,1
"5951",0,0,0,1
"5952",0,0,0,1
"5953",0,1,0,0
"5954",0,1,0,0
"5955",0,0,0,1
"5956",0,0,0,1
"5957",0,0,0,1
"5958",0,1,0,0
"5959",0,0,0,1
"5967",0,0,1,0
"5968",1,0,0,0
"5969",1,0,0,0
"5970",1,0,0,0
"5971",0,0,1,0
"5972",0,0,1,0
"5973",1,0,0,0
"5974",1,0,0,0
"5975",0,0,1,0
"5976",0,1,0,0
"5977",0,1,0,0
"5978",0,1,0,0
"5986",1,0,0,0
"5987",1,0,0,0
"5988",0,0,1,0
"5989",0,0,1,0
"5990",1,0,0,0
"5991",0,0,1,0
"5992",0,1,0,0
"5993",0,0,1,0
"5994",0,1,0,0
"5995",1,0,0,0
"5996",0,0,1,0
"5997",1,0,0,0
"6005",0,1,0,0
"6006",1,0,0,0
"6007",1,0,0,0
"6008",0,1,0,0
"6009",0,0,1,0
"6010",0,0,0,1
"6011",0,0,1,0
"6012",0,1,0,0
"6013",1,0,0,0
"6014",1,0,0,0
"6015",0,0,1,0
"6016",0,0,0,1
"6024",0,1,0,0
"6025",0,0,1,0
"6026",0,1,0,0
"6027",1,0,0,0
"6028",0,0,1,0
"6029",0,0,1,0
"6030",0,0,1,0
"6031",1,0,0,0
"6032",0,0,1,0
"6033",1,0,0,0
"6034",1,0,0,0
"6035",1,0,0,0
"6043",1,0,0,0
"6044",0,0,1,0
"6045",1,0,0,0
"6046",0,1,0,0
"6047",0,0,0,1
"6048",0,0,0,1
"6049",0,1,0,0
"6050",0,0,1,0
"6051",0,0,0,1
"6052",0,0,0,1
"6053",1,0,0,0
"6054",0,1,0,0
"6062",0,0,0,1
"6063",0,0,0,1
"6064",0,0,0,1
"6065",0,0,0,1
"6066",0,0,0,1
"6067",0,0,0,1
"6068",0,0,0,1
"6069",0,0,0,1
"6070",0,0,0,1
"6071",0,0,0,1
"6072",0,0,0,1
"6073",0,0,0,1
"6081",1,0,0,0
"6082",0,0,1,0
"6083",0,1,0,0
"6084",0,1,0,0
"6085",0,0,1,0
"6086",0,0,0,1
"6087",0,0,0,1
"6088",0,0,1,0
"6089",0,1,0,0
"6090",0,0,1,0
"6091",1,0,0,0
"6092",0,0,0,1
"6100",1,0,0,0
"6101",0,0,0,1
"6102",1,0,0,0
"6103",1,0,0,0
"6104",0,0,1,0
"6105",0,1,0,0
"6106",1,0,0,0
"6107",1,0,0,0
"6108",1,0,0,0
"6109",0,0,1,0
"6110",1,0,0,0
"6111",0,0,0,1
"6119",0,1,0,0
"6120",1,0,0,0
"6121",0,1,0,0
"6122",0,1,0,0
"6123",0,0,1,0
"6124",0,0,1,0
"6125",1,0,0,0
"6126",1,0,0,0
"6127",0,1,0,0
"6128",0,1,0,0
"6129",1,0,0,0
"6130",0,1,0,0
"6138",0,0,1,0
"6139",1,0,0,0
"6140",0,1,0,0
"6141",1,0,0,0
"6142",0,1,0,0
"6143",1,0,0,0
"6144",1,0,0,0
"6145",0,1,0,0
"6146",0,1,0,0
"6147",0,0,1,0
"6148",1,0,0,0
"6149",1,0,0,0
"6157",0,0,0,1
"6158",0,0,0,1
"6159",0,0,0,1
"6160",0,0,0,1
"6161",0,0,0,1
"6162",0,0,0,1
"6163",0,0,0,1
"6164",0,0,0,1
"6165",0,0,0,1
"6166",0,0,0,1
"6167",0,0,0,1
"6168",0,0,0,1
"6176",0,1,0,0
"6177",1,0,0,0
"6178",1,0,0,0
"6179",0,0,1,0
"6180",0,0,1,0
"6181",1,0,0,0
"6182",1,0,0,0
"6183",1,0,0,0
"6184",0,1,0,0
"6185",0,0,1,0
"6186",0,0,1,0
"6187",0,1,0,0
"6195",1,0,0,0
"6196",1,0,0,0
"6197",1,0,0,0
"6198",0,1,0,0
"6199",0,0,1,0
"6200",0,0,1,0
"6201",0,0,1,0
"6202",0,0,1,0
"6203",1,0,0,0
"6204",0,1,0,0
"6205",0,1,0,0
"6206",1,0,0,0
"6214",1,0,0,0
"6215",0,0,1,0
"6216",0,0,0,1
"6217",1,0,0,0
"6218",0,0,1,0
"6219",0,0,1,0
"6220",0,1,0,0
"6221",0,0,1,0
"6222",1,0,0,0
"6223",0,0,0,1
"6224",0,0,0,1
"6225",0,0,1,0
"6233",1,0,0,0
"6234",0,0,1,0
"6235",0,1,0,0
"6236",1,0,0,0
"6237",0,1,0,0
"6238",0,0,1,0
"6239",0,0,1,0
"6240",1,0,0,0
"6241",0,0,1,0
"6242",0,0,1,0
"6243",0,0,1,0
"6244",1,0,0,0
"6252",0,1,0,0
"6253",0,0,0,1
"6254",0,0,0,1
"6255",0,0,1,0
"6256",0,1,0,0
"6257",0,0,0,1
"6258",0,0,0,1
"6259",0,0,0,1
"6260",0,0,0,1
"6261",0,0,0,1
"6262",0,0,0,1
"6263",1,0,0,0
"6271",0,0,0,1
"6272",0,0,0,1
"6273",0,0,0,1
"6274",0,0,0,1
"6275",0,0,0,1
"6276",0,0,0,1
"6277",0,0,0,1
"6278",0,0,0,1
"6279",0,1,0,0
"6280",0,0,0,1
"6281",1,0,0,0
"6282",0,0,0,1
"6290",0,1,0,0
"6291",0,0,0,1
"6292",0,1,0,0
"6293",1,0,0,0
"6294",0,0,0,1
"6295",0,0,0,1
"6296",0,0,0,1
"6297",0,1,0,0
"6298",0,1,0,0
"6299",0,0,0,1
"6300",0,1,0,0
"6301",0,0,0,1
"6309",0,1,0,0
"6310",0,1,0,0
"6311",0,1,0,0
"6312",0,0,1,0
"6313",0,0,1,0
"6314",0,0,1,0
"6315",0,0,1,0
"6316",0,1,0,0
"6317",0,0,1,0
"6318",0,0,1,0
"6319",0,0,1,0
"6320",0,0,1,0
"6328",0,1,0,0
"6329",0,0,0,1
"6330",1,0,0,0
"6331",0,0,0,1
"6332",0,0,1,0
"6333",0,0,0,1
"6334",0,0,0,1
"6335",0,1,0,0
"6336",0,1,0,0
"6337",0,1,0,0
"6338",0,1,0,0
"6339",0,0,0,1
"6347",0,1,0,0
"6348",0,0,1,0
"6349",0,0,0,1
"6350",0,1,0,0
"6351",0,0,1,0
"6352",1,0,0,0
"6353",1,0,0,0
"6354",1,0,0,0
"6355",0,0,1,0
"6356",1,0,0,0
"6357",0,0,1,0
"6358",0,0,1,0
"6366",0,0,0,1
"6367",0,1,0,0
"6368",0,0,0,1
"6369",0,0,0,1
"6370",0,0,0,1
"6371",0,0,1,0
"6372",1,0,0,0
"6373",0,0,0,1
"6374",0,0,0,1
"6375",0,0,0,1
"6376",0,0,0,1
"6377",0,0,0,1
"6385",0,0,1,0
"6386",0,0,1,0
"6387",0,0,1,0
"6388",0,0,1,0
"6389",0,0,1,0
"6390",0,1,0,0
"6391",0,1,0,0
"6392",1,0,0,0
"6393",0,1,0,0
"6394",1,0,0,0
"6395",0,1,0,0
"6396",1,0,0,0
"6404",0,0,1,0
"6405",1,0,0,0
"6406",0,1,0,0
"6407",0,1,0,0
"6408",1,0,0,0
"6409",0,0,1,0
"6410",1,0,0,0
"6411",0,1,0,0
"6412",0,1,0,0
"6413",1,0,0,0
"6414",0,1,0,0
"6415",0,1,0,0
"6423",0,0,0,1
"6424",0,1,0,0
"6425",0,0,0,1
"6426",0,0,0,1
"6427",1,0,0,0
"6428",1,0,0,0
"6429",0,0,0,1
"6430",0,0,1,0
"6431",1,0,0,0
"6432",0,1,0,0
"6433",0,0,0,1
"6434",1,0,0,0
"6442",1,0,0,0
"6443",1,0,0,0
"6444",0,1,0,0
"6445",0,0,1,0
"6446",0,0,1,0
"6447",1,0,0,0
"6448",0,1,0,0
"6449",0,0,0,1
"6450",1,0,0,0
"6451",0,1,0,0
"6452",0,0,0,1
"6453",0,1,0,0
"6461",0,0,0,1
"6462",0,0,0,1
"6463",0,0,0,1
"6464",0,0,0,1
"6465",0,0,0,1
"6466",0,0,0,1
"6467",0,0,0,1
"6468",0,0,0,1
"6469",0,0,0,1
"6470",0,0,0,1
"6471",0,0,0,1
"6472",0,0,0,1
"6480",0,1,0,0
"6481",0,1,0,0
"6482",1,0,0,0
"6483",1,0,0,0
"6484",1,0,0,0
"6485",0,0,1,0
"6486",0,1,0,0
"6487",1,0,0,0
"6488",0,1,0,0
"6489",0,1,0,0
"6490",0,1,0,0
"6491",0,1,0,0
"6499",0,1,0,0
"6500",0,1,0,0
"6501",1,0,0,0
"6502",1,0,0,0
"6503",1,0,0,0
"6504",0,0,1,0
"6505",1,0,0,0
"6506",0,1,0,0
"6507",0,0,1,0
"6508",0,0,1,0
"6509",0,1,0,0
"6510",0,1,0,0
"6518",0,0,1,0
"6519",0,1,0,0
"6520",1,0,0,0
"6521",0,0,1,0
"6522",1,0,0,0
"6523",0,0,1,0
"6524",0,0,1,0
"6525",0,1,0,0
"6526",1,0,0,0
"6527",1,0,0,0
"6528",0,0,1,0
"6529",1,0,0,0
"6537",0,1,0,0
"6538",0,0,0,1
"6539",1,0,0,0
"6540",0,1,0,0
"6541",0,0,0,1
"6542",1,0,0,0
"6543",0,1,0,0
"6544",0,0,0,1
"6545",0,0,0,1
"6546",0,0,0,1
"6547",0,0,0,1
"6548",0,0,0,1
"6556",0,1,0,0
"6557",1,0,0,0
"6558",0,0,1,0
"6559",1,0,0,0
"6560",0,0,1,0
"6561",1,0,0,0
"6562",1,0,0,0
"6563",0,1,0,0
"6564",1,0,0,0
"6565",1,0,0,0
"6566",0,1,0,0
"6567",0,1,0,0
"6575",0,0,1,0
"6576",1,0,0,0
"6577",0,0,1,0
"6578",0,0,0,1
"6579",0,0,1,0
"6580",1,0,0,0
"6581",0,0,1,0
"6582",1,0,0,0
"6583",0,1,0,0
"6584",0,0,1,0
"6585",0,0,1,0
"6586",0,1,0,0
"6594",0,1,0,0
"6595",1,0,0,0
"6596",0,0,1,0
"6597",0,0,1,0
"6598",0,0,1,0
"6599",0,0,0,1
"6600",0,0,0,1
"6601",0,0,0,1
"6602",0,0,0,1
"6603",0,0,0,1
"6604",0,0,1,0
"6605",0,0,1,0
"6613",0,0,0,1
"6614",0,0,0,1
"6615",0,0,0,1
"6616",0,0,0,1
"6617",0,0,0,1
"6618",0,0,0,1
"6619",0,0,0,1
"6620",0,0,0,1
"6621",0,0,0,1
"6622",0,0,0,1
"6623",0,0,0,1
"6624",0,0,0,1
"6632",1,0,0,0
"6633",1,0,0,0
"6634",1,0,0,0
"6635",1,0,0,0
"6636",1,0,0,0
"6637",1,0,0,0
"6638",1,0,0,0
"6639",1,0,0,0
"6640",1,0,0,0
"6641",1,0,0,0
"6642",1,0,0,0
"6643",1,0,0,0
"6651",0,1,0,0
"6652",1,0,0,0
"6653",0,1,0,0
"6654",1,0,0,0
"6655",1,0,0,0
"6656",0,1,0,0
"6657",1,0,0,0
"6658",1,0,0,0
"6659",0,0,1,0
"6660",1,0,0,0
"6661",0,1,0,0
"6662",0,1,0,0
"6670",0,0,1,0
"6671",0,1,0,0
"6672",0,0,1,0
"6673",0,0,1,0
"6674",0,1,0,0
"6675",1,0,0,0
"6676",0,1,0,0
"6677",0,0,0,1
"6678",1,0,0,0
"6679",1,0,0,0
"6680",0,0,0,1
"6681",0,1,0,0
"6689",0,0,1,0
"6690",0,0,1,0
"6691",0,1,0,0
"6692",0,1,0,0
"6693",0,0,1,0
"6694",1,0,0,0
"6695",1,0,0,0
"6696",1,0,0,0
"6697",0,0,1,0
"6698",0,1,0,0
"6699",0,0,1,0
"6700",1,0,0,0
"6708",0,1,0,0
"6709",1,0,0,0
"6710",0,1,0,0
"6711",0,0,1,0
"6712",0,0,1,0
"6713",0,0,1,0
"6714",1,0,0,0
"6715",0,0,1,0
"6716",1,0,0,0
"6717",1,0,0,0
"6718",0,0,1,0
"6719",0,0,0,1
"6727",0,0,0,1
"6728",0,0,0,1
"6729",1,0,0,0
"6730",0,0,0,1
"6731",0,0,0,1
"6732",0,0,0,1
"6733",0,0,0,1
"6734",0,1,0,0
"6735",0,1,0,0
"6736",0,1,0,0
"6737",0,1,0,0
"6738",0,1,0,0
"6746",0,0,0,1
"6747",0,0,0,1
"6748",0,0,0,1
"6749",0,0,0,1
"6750",0,0,0,1
"6751",0,1,0,0
"6752",0,0,0,1
"6753",0,0,1,0
"6754",0,0,0,1
"6755",0,0,0,1
"6756",0,0,0,1
"6757",0,0,0,1
"6765",0,0,1,0
"6766",0,1,0,0
"6767",1,0,0,0
"6768",0,1,0,0
"6769",0,1,0,0
"6770",0,1,0,0
"6771",0,0,1,0
"6772",0,1,0,0
"6773",0,1,0,0
"6774",0,1,0,0
"6775",0,1,0,0
"6776",0,0,1,0
"6784",0,0,1,0
"6785",0,0,1,0
"6786",0,0,0,1
"6787",1,0,0,0
"6788",0,1,0,0
"6789",0,0,0,1
"6790",1,0,0,0
"6791",0,0,0,1
"6792",0,0,1,0
"6793",0,0,0,1
"6794",0,1,0,0
"6795",0,1,0,0
"6803",0,1,0,0
"6804",1,0,0,0
"6805",0,0,1,0
"6806",0,0,1,0
"6807",0,0,1,0
"6808",1,0,0,0
"6809",1,0,0,0
"6810",1,0,0,0
"6811",1,0,0,0
"6812",0,1,0,0
"6813",0,1,0,0
"6814",0,0,1,0
"6822",0,0,1,0
"6823",0,0,0,1
"6824",1,0,0,0
"6825",0,0,0,1
"6826",0,0,1,0
"6827",0,0,0,1
"6828",0,0,0,1
"6829",0,0,0,1
"6830",0,0,0,1
"6831",0,0,0,1
"6832",0,0,0,1
"6833",0,0,0,1
"6841",0,0,0,1
"6842",0,0,0,1
"6843",1,0,0,0
"6844",0,1,0,0
"6845",0,1,0,0
"6846",0,1,0,0
"6847",0,0,0,1
"6848",1,0,0,0
"6849",0,0,0,1
"6850",0,0,0,1
"6851",1,0,0,0
"6852",1,0,0,0
"6860",0,1,0,0
"6861",0,1,0,0
"6862",0,0,0,1
"6863",0,0,0,1
"6864",0,0,0,1
"6865",0,0,0,1
"6866",0,0,0,1
"6867",0,1,0,0
"6868",0,0,0,1
"6869",0,0,1,0
"6870",0,0,0,1
"6871",0,0,0,1
"6879",0,0,0,1
"6880",1,0,0,0
"6881",0,0,0,1
"6882",0,0,0,1
"6883",0,0,0,1
"6884",0,0,0,1
"6885",0,0,0,1
"6886",1,0,0,0
"6887",0,1,0,0
"6888",0,0,0,1
"6889",0,0,0,1
"6890",0,0,0,1
"6898",0,1,0,0
"6899",0,0,1,0
"6900",1,0,0,0
"6901",1,0,0,0
"6902",0,1,0,0
"6903",0,1,0,0
"6904",0,1,0,0
"6905",0,0,1,0
"6906",1,0,0,0
"6907",1,0,0,0
"6908",1,0,0,0
"6909",0,0,1,0
"6917",0,0,1,0
"6918",1,0,0,0
"6919",1,0,0,0
"6920",0,0,1,0
"6921",0,1,0,0
"6922",1,0,0,0
"6923",0,1,0,0
"6924",0,1,0,0
"6925",0,0,1,0
"6926",0,0,1,0
"6927",0,1,0,0
"6928",0,1,0,0
"6936",0,0,0,1
"6937",0,0,1,0
"6938",1,0,0,0
"6939",1,0,0,0
"6940",0,0,0,1
"6941",0,0,0,1
"6942",0,1,0,0
"6943",0,0,0,1
"6944",0,0,0,1
"6945",1,0,0,0
"6946",0,0,0,1
"6947",1,0,0,0
"6955",0,0,0,1
"6956",0,0,0,1
"6957",0,0,0,1
"6958",0,0,1,0
"6959",0,1,0,0
"6960",0,0,1,0
"6961",1,0,0,0
"6962",0,0,0,1
"6963",0,1,0,0
"6964",0,0,1,0
"6965",0,0,0,1
"6966",0,1,0,0
"6974",0,0,1,0
"6975",0,1,0,0
"6976",1,0,0,0
"6977",0,0,1,0
"6978",0,0,1,0
"6979",0,0,1,0
"6980",1,0,0,0
"6981",1,0,0,0
"6982",1,0,0,0
"6983",0,1,0,0
"6984",1,0,0,0
"6985",0,1,0,0
"6993",1,0,0,0
"6994",0,1,0,0
"6995",0,0,1,0
"6996",0,0,0,1
"6997",1,0,0,0
"6998",1,0,0,0
"6999",1,0,0,0
"7000",0,0,1,0
"7001",0,0,1,0
"7002",1,0,0,0
"7003",0,0,1,0
"7004",0,0,1,0
"7012",1,0,0,0
"7013",0,0,1,0
"7014",0,0,1,0
"7015",0,0,1,0
"7016",0,1,0,0
"7017",0,0,1,0
"7018",1,0,0,0
"7019",0,1,0,0
"7020",0,1,0,0
"7021",0,1,0,0
"7022",0,1,0,0
"7023",0,1,0,0
"7031",0,0,0,1
"7032",0,0,0,1
